id,tender_number,tender_number_en,tender_name_ar,tender_name_en,entity_ar,entity_en,category_ar,category_en,grade_ar,grade_en,tender_type_ar,tender_type_en,sales_end_date,bid_closing_date,actual_opening_date,fee,bank_guarantee,view,is_retender,is_scc_relevant,is_subcontract,parent_tender_number,parent_tender_name,raw_data,first_seen,last_seen,scraped_at
1040,"2025/321/و ت أ/م ع ت م ش -22- اعادة طرح - 2","321/2025/MOSD/GDSDSS-22- Recall - 2","توريد وتركيب طفاية الحريق ال.....","Supply and installation of a.....","وزارة التنمية الاجتماعية","Ministry of Social Development","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-08-22,2025-08-24,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/321/\u0648 \u062a \u0623/\u0645 \u0639 \u062a \u0645 \u0634 -22- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 2"", ""dates"": ""Sales EndDate:22-08-2025-Bid Closing Date:24-08-2025"", ""tender_number_en"": ""321/2025/MOSD/GDSDSS-22- Recall - 2"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0637\u0641\u0627\u064a\u0629 \u0627\u0644\u062d\u0631\u064a\u0642 \u0627\u0644....."", ""tender_name_en"": ""Supply and installation of a....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""22-08-2025"", ""bid_closing_date"": ""24-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1041,"2025/242/و ت أ/م ع ت م ش -16- اعادة طرح - 2","242/2025/MOSD/GDSDSS-16- Recall - 2","صيانة وتركيب أجهزة الامن وال.....","Maintenance and installation.....","وزارة التنمية الاجتماعية","Ministry of Social Development","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-08-22,2025-08-24,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/242/\u0648 \u062a \u0623/\u0645 \u0639 \u062a \u0645 \u0634 -16- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 2"", ""dates"": ""Sales EndDate:22-08-2025-Bid Closing Date:24-08-2025"", ""tender_number_en"": ""242/2025/MOSD/GDSDSS-16- Recall - 2"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u0635\u064a\u0627\u0646\u0629 \u0648\u062a\u0631\u0643\u064a\u0628 \u0623\u062c\u0647\u0632\u0629 \u0627\u0644\u0627\u0645\u0646 \u0648\u0627\u0644....."", ""tender_name_en"": ""Maintenance and installation....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""22-08-2025"", ""bid_closing_date"": ""24-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1042,"2025/24/ج ض/ م ر -8",24/2025/TA/HQ-8,"اعادة تصميم مكاتب جهاز الضرا.....","offices extentions renovatio.....","جهاز الضرائب","Tax Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-08-28,2025-08-31,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/24/\u062c \u0636/ \u0645 \u0631 -8"", ""dates"": ""Sales EndDate:28-08-2025-Bid Closing Date:31-08-2025"", ""fee"": ""25"", ""tender_number_en"": ""24/2025/TA/HQ-8"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u062c\u0647\u0627\u0632 \u0627\u0644\u0636\u0631\u0627\u0626\u0628"", ""entity_en"": ""Tax Authority"", ""tender_name_ar"": ""\u0627\u0639\u0627\u062f\u0629 \u062a\u0635\u0645\u064a\u0645 \u0645\u0643\u0627\u062a\u0628 \u062c\u0647\u0627\u0632 \u0627\u0644\u0636\u0631\u0627....."", ""tender_name_en"": ""offices extentions renovatio....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""28-08-2025"", ""bid_closing_date"": ""31-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1043,"2025/2685/و ص/م ع خ ص ج ب م-105",2685/2025/MOH/DGHSSBP-105,"أثاث منشات صحية","health facility furniture","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-08-19,2025-08-21,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/2685/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u062c \u0628 \u0645-105"", ""dates"": ""Sales EndDate:19-08-2025-Bid Closing Date:21-08-2025"", ""tender_number_en"": ""2685/2025/MOH/DGHSSBP-105"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u0623\u062b\u0627\u062b \u0645\u0646\u0634\u0627\u062a \u0635\u062d\u064a\u0629"", ""tender_name_en"": ""health facility furniture"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""19-08-2025"", ""bid_closing_date"": ""21-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1044,"2025/613/و ت ت/ق م-216",613/2025/MOE/MOE2-216,"تصميم موقع الكتروني للمعهد ا.....","Website design for the Speci.....","وزارة التربية والتعليم","Ministry of Education","خدمات تقنية المعلومات","Information Technology Services","الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-08-24,2025-09-23,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/613/\u0648 \u062a \u062a/\u0642 \u0645-216"", ""dates"": ""Sales EndDate:24-08-2025-Bid Closing Date:23-09-2025"", ""fee"": ""25"", ""tender_number_en"": ""613/2025/MOE/MOE2-216"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u062a\u0635\u0645\u064a\u0645 \u0645\u0648\u0642\u0639 \u0627\u0644\u0643\u062a\u0631\u0648\u0646\u064a \u0644\u0644\u0645\u0639\u0647\u062f \u0627....."", ""tender_name_en"": ""Website design for the Speci....."", ""category_grade_ar"": ""\u062e\u062f\u0645\u0627\u062a \u062a\u0642\u0646\u064a\u0629 \u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Information Technology Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""24-08-2025"", ""bid_closing_date"": ""23-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1045,"2025/1915/و ص/م ع خ ص ج ب م -75- اعادة طرح - 1","1915/2025/MOH/DGHSSBP-75- Recall - 1","توريد ادوات ميكانيكية","Supply of mechanical tools","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","ممارسة /الإسناد المباشر","Negotiation/Direct Award",2025-08-17,2025-08-19,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/1915/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u062c \u0628 \u0645 -75- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""Sales EndDate:17-08-2025-Bid Closing Date:19-08-2025"", ""tender_number_en"": ""1915/2025/MOH/DGHSSBP-75- Recall - 1"", ""tender_type_ar"": ""\u0645\u0645\u0627\u0631\u0633\u0629 /\u0627\u0644\u0625\u0633\u0646\u0627\u062f \u0627\u0644\u0645\u0628\u0627\u0634\u0631 [ Local]"", ""tender_type_en"": ""Negotiation/Direct Award [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0627\u062f\u0648\u0627\u062a \u0645\u064a\u0643\u0627\u0646\u064a\u0643\u064a\u0629"", ""tender_name_en"": ""Supply of mechanical tools"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""17-08-2025"", ""bid_closing_date"": ""19-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1046,"2025/364/و ت أ/د م -115- اعادة طرح - 1","364/2025/MOSD/PRC-115- Recall - 1","صيانة المركبات التابعة لوزار.....","Maintenance of vehicles belo.....","وزارة التنمية الاجتماعية","Ministry of Social Development","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-08-12,2025-08-17,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/364/\u0648 \u062a \u0623/\u062f \u0645 -115- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""Sales EndDate:12-08-2025-Bid Closing Date:17-08-2025"", ""fee"": ""25"", ""tender_number_en"": ""364/2025/MOSD/PRC-115- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u0635\u064a\u0627\u0646\u0629 \u0627\u0644\u0645\u0631\u0643\u0628\u0627\u062a \u0627\u0644\u062a\u0627\u0628\u0639\u0629 \u0644\u0648\u0632\u0627\u0631....."", ""tender_name_en"": ""Maintenance of vehicles belo....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""12-08-2025"", ""bid_closing_date"": ""17-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1047,"2025/89/ه ب/ م ر -17",89/2025/EA/HQ-17,"إنشاء متحف بيئي تحت الماء في.....","Mirbat under water ART park","هيئة البيئة","Environment Authority","المقاولات العمرانيه والصيانة","Construction and Maintenance","الأولى,الثانية","First,Second","عامة",Open,2025-08-27,2025-09-07,,25.0,,NewTenders,0,1,0,,,"{""tender_number"": ""2025/89/\u0647 \u0628/ \u0645 \u0631 -17"", ""dates"": ""Sales EndDate:27-08-2025-Bid Closing Date:07-09-2025"", ""fee"": ""25"", ""tender_number_en"": ""89/2025/EA/HQ-17"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u0627\u0644\u0628\u064a\u0626\u0629"", ""entity_en"": ""Environment Authority"", ""tender_name_ar"": ""\u0625\u0646\u0634\u0627\u0621 \u0645\u062a\u062d\u0641 \u0628\u064a\u0626\u064a \u062a\u062d\u062a \u0627\u0644\u0645\u0627\u0621 \u0641\u064a....."", ""tender_name_en"": ""Mirbat under water ART park"", ""category_grade_ar"": ""\u0627\u0644\u0645\u0642\u0627\u0648\u0644\u0627\u062a \u0627\u0644\u0639\u0645\u0631\u0627\u0646\u064a\u0647 \u0648\u0627\u0644\u0635\u064a\u0627\u0646\u0629 [\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629]"", ""category_grade_en"": ""Construction and Maintenance [First,Second]"", ""sales_end_date"": ""27-08-2025"", ""bid_closing_date"": ""07-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1048,"2025/52/و ز ث س م/م ع أ غ -5- اعادة طرح - 3","52/2025/MAFWR/DGFS-5- Recall - 3","صيانة وتأهيل الخيام المؤقتة .....","Maintenance and rehabilitati.....","وزارة الثروة الزراعية والسمكية وموارد المياه","Ministry of Agricultural, Fisheries Wealth and Water Resources","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-08-12,2025-08-17,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/52/\u0648 \u0632 \u062b \u0633 \u0645/\u0645 \u0639 \u0623 \u063a -5- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 3"", ""dates"": ""Sales EndDate:12-08-2025-Bid Closing Date:17-08-2025"", ""tender_number_en"": ""52/2025/MAFWR/DGFS-5- Recall - 3"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062b\u0631\u0648\u0629 \u0627\u0644\u0632\u0631\u0627\u0639\u064a\u0629 \u0648\u0627\u0644\u0633\u0645\u0643\u064a\u0629 \u0648\u0645\u0648\u0627\u0631\u062f \u0627\u0644\u0645\u064a\u0627\u0647"", ""entity_en"": ""Ministry of Agricultural, Fisheries Wealth and Water Resources"", ""tender_name_ar"": ""\u0635\u064a\u0627\u0646\u0629 \u0648\u062a\u0623\u0647\u064a\u0644 \u0627\u0644\u062e\u064a\u0627\u0645 \u0627\u0644\u0645\u0624\u0642\u062a\u0629 ....."", ""tender_name_en"": ""Maintenance and rehabilitati....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""12-08-2025"", ""bid_closing_date"": ""17-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1049,"2025/61/ص ح ا/ق ت-56",61/2025/SPF/SS-56,"توريد وتجهيز ركن الأطفال الت.....","Supply and setup of children.....","صندوق الحماية الاجتماعية","Social Protection Fund","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-08-05,2025-08-06,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/61/\u0635 \u062d \u0627/\u0642 \u062a-56"", ""dates"": ""Sales EndDate:05-08-2025-Bid Closing Date:06-08-2025"", ""tender_number_en"": ""61/2025/SPF/SS-56"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0635\u0646\u062f\u0648\u0642 \u0627\u0644\u062d\u0645\u0627\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Social Protection Fund"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u062c\u0647\u064a\u0632 \u0631\u0643\u0646 \u0627\u0644\u0623\u0637\u0641\u0627\u0644 \u0627\u0644\u062a....."", ""tender_name_en"": ""Supply and setup of children....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""05-08-2025"", ""bid_closing_date"": ""06-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1050,"2025/585/و ت ت/ق م-202",585/2025/MOE/MOE2-202,"مناقصة توفير هدايا فضيات وسا.....","Tender for the provision of .....","وزارة التربية والتعليم","Ministry of Education","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-08-11,2025-08-11,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/585/\u0648 \u062a \u062a/\u0642 \u0645-202"", ""dates"": ""Sales EndDate:11-08-2025-Bid Closing Date:11-08-2025"", ""fee"": ""25"", ""tender_number_en"": ""585/2025/MOE/MOE2-202"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u0645\u0646\u0627\u0642\u0635\u0629 \u062a\u0648\u0641\u064a\u0631 \u0647\u062f\u0627\u064a\u0627 \u0641\u0636\u064a\u0627\u062a \u0648\u0633\u0627....."", ""tender_name_en"": ""Tender for the provision of ....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""11-08-2025"", ""bid_closing_date"": ""11-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1051,"2025/2369/و ص/م ع ب ر م -53- اعادة طرح - 1","2369/2025/MOH/IBRIP-53- Recall - 1","توريد وتركيب ابواب مضادة للح.....","SUPPLY AND INSTALLATION OF F.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الثالثة,الرابعة","Third,Fourth","عامة",Open,2025-10-09,2025-10-14,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/2369/\u0648 \u0635/\u0645 \u0639 \u0628 \u0631 \u0645 -53- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""Sales EndDate:09-10-2025-Bid Closing Date:14-10-2025"", ""tender_number_en"": ""2369/2025/MOH/IBRIP-53- Recall - 1"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0627\u0628\u0648\u0627\u0628 \u0645\u0636\u0627\u062f\u0629 \u0644\u0644\u062d....."", ""tender_name_en"": ""SUPPLY AND INSTALLATION OF F....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Third,Fourth]"", ""sales_end_date"": ""09-10-2025"", ""bid_closing_date"": ""14-10-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
